name,chembl_id,type,first_approval,oral,therapeutic_flag,approved
AMINOSALICYLATE POTASSIUM,CHEMBL1200584,Small molecule,1955.0,True,True,True
OXYMETHOLONE,CHEMBL1200585,Small molecule,1972.0,True,True,True
PRILOCAINE HYDROCHLORIDE,CHEMBL1200586,Small molecule,1965.0,False,True,True
CLINDAMYCIN HYDROCHLORIDE,CHEMBL1200588,Small molecule,1970.0,True,True,True
DESOXYCORTICOSTERONE PIVALATE,CHEMBL1200592,Small molecule,1982.0,False,True,True
GADOTERIDOL,CHEMBL1200593,Small molecule,1992.0,False,False,True
CHLORPHENTERMINE HYDROCHLORIDE,CHEMBL1200595,Small molecule,,True,True,True
CHLOROXINE,CHEMBL1200596,Small molecule,1976.0,False,True,True
ETIDOCAINE HYDROCHLORIDE,CHEMBL1200597,Small molecule,1976.0,False,True,True
DIETHYLSTILBESTROL DIPHOSPHATE,CHEMBL1200598,Small molecule,1982.0,True,True,True
DIFENOXIN HYDROCHLORIDE,CHEMBL1200599,Small molecule,1978.0,True,True,True
FLUOROMETHOLONE,CHEMBL1200600,Small molecule,1972.0,False,True,True
NARATRIPTAN HYDROCHLORIDE,CHEMBL1200601,Small molecule,1998.0,True,True,True
TROPICAMIDE,CHEMBL1200604,Small molecule,1960.0,False,True,True
MEXILETINE HYDROCHLORIDE,CHEMBL1200606,Small molecule,1985.0,True,True,True
PERFLEXANE,CHEMBL1200607,Small molecule,2002.0,False,False,True
PAROXETINE MESYLATE,CHEMBL1200609,Small molecule,2003.0,True,True,True
LORACARBEF,CHEMBL1200610,Small molecule,1991.0,True,True,True
DIBUCAINE HYDROCHLORIDE,CHEMBL1200612,Small molecule,1982.0,False,True,True
TOLMETIN SODIUM,CHEMBL1200613,Small molecule,1976.0,True,True,True
IOVERSOL,CHEMBL1200614,Small molecule,1988.0,False,False,True
CHLOROTHIAZIDE SODIUM,CHEMBL1200616,Small molecule,1958.0,False,True,True
RIMEXOLONE,CHEMBL1200617,Small molecule,1994.0,False,True,True
FEXOFENADINE HYDROCHLORIDE,CHEMBL1200618,Small molecule,1996.0,True,True,True
GEMIFLOXACIN MESYLATE,CHEMBL1200621,Small molecule,2003.0,True,True,True
PARICALCITOL,CHEMBL1200622,Small molecule,1998.0,True,True,True
ETHYLESTRENOL,CHEMBL1200623,Small molecule,1964.0,True,True,True
ETHYNODIOL DIACETATE,CHEMBL1200624,Small molecule,1966.0,True,True,True
STRONTIUM CHLORIDE SR 89,CHEMBL1200625,Small molecule,1993.0,False,True,True
PROPIOLACTONE,CHEMBL1200627,Small molecule,1982.0,False,False,True
VANCOMYCIN HYDROCHLORIDE,CHEMBL1200628,Small molecule,1964.0,True,True,True
VECURONIUM BROMIDE,CHEMBL1200629,Small molecule,1984.0,False,True,True
CYSTEINE HYDROCHLORIDE,CHEMBL1200630,Small molecule,1986.0,False,False,True
CLINDAMYCIN PALMITATE HYDROCHLORIDE,CHEMBL1200632,Small molecule,1982.0,True,True,True
HYDROCORTAMATE HYDROCHLORIDE,CHEMBL1200635,Small molecule,1956.0,False,True,True
CYCLOBENZAPRINE HYDROCHLORIDE,CHEMBL1200636,Small molecule,1977.0,True,True,True
DEXBROMPHENIRAMINE MALEATE,CHEMBL1200638,Small molecule,1963.0,True,True,True
TECHNETIUM TC 99M GLUCEPTATE,CHEMBL1200639,Small molecule,1978.0,False,False,True
FERROUS FUMARATE,CHEMBL1200640,Small molecule,1982.0,True,False,True
CISATRACURIUM BESYLATE,CHEMBL1200641,Small molecule,1995.0,False,True,True
ETOPOSIDE PHOSPHATE,CHEMBL1200645,Small molecule,1996.0,False,True,True
ROCURONIUM BROMIDE,CHEMBL1200648,Small molecule,1994.0,False,True,True
QUINUPRISTIN,CHEMBL1200649,Small molecule,1999.0,False,True,True
BENOXINATE HYDROCHLORIDE,CHEMBL1200654,Small molecule,1982.0,False,True,True
NATAMYCIN,CHEMBL1200656,Small molecule,1978.0,False,True,True
ENALAPRIL MALEATE,CHEMBL1200659,Small molecule,1985.0,True,True,True
ISOSORBIDE,CHEMBL1200660,Small molecule,1974.0,True,True,True
UNOPROSTONE ISOPROPYL,CHEMBL1200661,Small molecule,2000.0,False,True,True
TECHNETIUM TC 99M LIDOFENIN,CHEMBL1200663,Small molecule,1986.0,False,False,True
POTASSIUM LACTATE,CHEMBL1200664,Small molecule,1986.0,False,False,True
DIPHENOXYLATE HYDROCHLORIDE,CHEMBL1200665,Small molecule,1960.0,True,True,True
CALCIPOTRIENE,CHEMBL1200666,Small molecule,1993.0,False,True,True
CALCIUM CHLORIDE,CHEMBL1200668,Small molecule,1982.0,False,False,True
CEFPIRAMIDE SODIUM,CHEMBL1200672,Small molecule,1989.0,False,True,True
XENON XE 127,CHEMBL1200673,Small molecule,1982.0,False,False,True
TOREMIFENE CITRATE,CHEMBL1200675,Small molecule,1996.0,True,True,True
CHROMIC PHOSPHATE P 32,CHEMBL1200676,Small molecule,1974.0,False,True,True
ATAZANAVIR SULFATE,CHEMBL1200678,Small molecule,2003.0,True,True,True
ZINC CHLORIDE,CHEMBL1200679,Small molecule,1986.0,False,False,True
SELENIUM SULFIDE,CHEMBL1200680,Small molecule,1951.0,False,True,True
MONTELUKAST SODIUM,CHEMBL1200681,Small molecule,1998.0,True,True,True
SODIUM OXYBATE,CHEMBL1200682,Small molecule,2002.0,True,True,True
XENON XE 133,CHEMBL1200685,Small molecule,1982.0,False,False,True
PIMECROLIMUS,CHEMBL1200686,Small molecule,2001.0,False,True,True
ERYTHROMYCIN ETHYLSUCCINATE,CHEMBL1200688,Small molecule,1965.0,True,True,True
NITRIC OXIDE,CHEMBL1200689,Small molecule,1999.0,False,True,True
MAGNESIUM ACETATE,CHEMBL1200691,Small molecule,1982.0,False,False,True
OLMESARTAN MEDOXOMIL,CHEMBL1200692,Small molecule,2002.0,True,True,True
MANGANESE CHLORIDE ANHYDROUS,CHEMBL1200693,Small molecule,1986.0,True,False,True
SEVOFLURANE,CHEMBL1200694,Small molecule,1995.0,False,True,True
PHENYLPROPANOLAMINE HYDROCHLORIDE,CHEMBL1200695,Small molecule,1958.0,True,True,True
POTASSIUM PERCHLORATE,CHEMBL1200696,Small molecule,1974.0,True,False,True
PENTETATE CALCIUM TRISODIUM YB-169,CHEMBL1200698,Small molecule,1976.0,False,True,True
DOXYCYCLINE,CHEMBL1200699,Small molecule,1967.0,True,True,True
DICLOXACILLIN SODIUM,CHEMBL1200701,Small molecule,1968.0,True,True,True
CHLORDIAZEPOXIDE HYDROCHLORIDE,CHEMBL1200703,Small molecule,1960.0,True,True,True
HYDROXYAMPHETAMINE HYDROBROMIDE,CHEMBL1200705,Small molecule,1969.0,False,True,True
ALUMINUM HYDROXIDE,CHEMBL1200706,Small molecule,1983.0,True,True,True
BENZQUINAMIDE HYDROCHLORIDE,CHEMBL1200707,Small molecule,1974.0,False,True,True
CLOMIPRAMINE HYDROCHLORIDE,CHEMBL1200710,Small molecule,1989.0,True,True,True
OMEGA-3-ACID ETHYL ESTERS,CHEMBL1200711,Small molecule,2004.0,True,True,True
EVANS BLUE,CHEMBL1200712,Small molecule,1982.0,False,False,True
CHLORMEZANONE,CHEMBL1200714,Small molecule,1960.0,True,True,True
HEXYLCAINE HYDROCHLORIDE,CHEMBL1200715,Small molecule,1982.0,False,True,True
MAGNESIUM HYDROXIDE,CHEMBL1200718,Small molecule,2000.0,True,False,True
ESTRAMUSTINE PHOSPHATE SODIUM,CHEMBL1200721,Small molecule,1981.0,True,True,True
PIPECURONIUM BROMIDE,CHEMBL1200722,Small molecule,1990.0,False,True,True
PSEUDOEPHEDRINE HYDROCHLORIDE,CHEMBL1200724,Small molecule,1975.0,True,True,True
SERTACONAZOLE NITRATE,CHEMBL1200725,Small molecule,2003.0,False,True,True
RUBIDIUM CHLORIDE RB 82,CHEMBL1200727,Small molecule,1989.0,False,False,True
GUANIDINE HYDROCHLORIDE,CHEMBL1200728,Small molecule,1939.0,True,True,True
CHLORAMPHENICOL SODIUM SUCCINATE,CHEMBL1200729,Small molecule,1959.0,False,True,True
POTASSIUM CHLORIDE,CHEMBL1200731,Small molecule,1982.0,True,False,True
AMCINONIDE,CHEMBL1200732,Small molecule,1979.0,False,True,True
DESFLURANE,CHEMBL1200733,Small molecule,1992.0,False,True,True
FOSAMPRENAVIR CALCIUM,CHEMBL1200734,Small molecule,2003.0,True,True,True
MOXIFLOXACIN HYDROCHLORIDE,CHEMBL1200735,Small molecule,1999.0,True,True,True
MAGNESIUM CARBONATE,CHEMBL1200736,Small molecule,1990.0,False,False,True
COLFOSCERIL PALMITATE,CHEMBL1200737,Small molecule,1990.0,False,False,True
IOXAGLATE SODIUM,CHEMBL1200743,Small molecule,1985.0,False,False,True
SODIUM FLUORIDE F 18,CHEMBL1200744,Small molecule,1972.0,False,False,True
OXPRENOLOL HYDROCHLORIDE,CHEMBL1200745,Small molecule,1983.0,True,True,True
AMMONIUM LACTATE,CHEMBL1200747,Small molecule,1985.0,False,True,True
CARBIDOPA,CHEMBL1200748,Small molecule,1975.0,True,True,True
LEVOBUPIVACAINE HYDROCHLORIDE,CHEMBL1200749,Small molecule,1999.0,False,True,True
PROMETHAZINE HYDROCHLORIDE,CHEMBL1200750,Small molecule,1951.0,True,True,True
MERCAPTOPURINE,CHEMBL1200751,Small molecule,1953.0,True,True,True
PYRIDOXINE HYDROCHLORIDE,CHEMBL1200756,Small molecule,1982.0,True,False,True
PANCURONIUM BROMIDE,CHEMBL1200757,Small molecule,1972.0,False,True,True
AMPICILLIN SODIUM,CHEMBL1200758,Small molecule,1971.0,False,True,True
ANAGRELIDE HYDROCHLORIDE,CHEMBL1200759,Small molecule,1997.0,True,True,True
BALSALAZIDE DISODIUM,CHEMBL1200760,Small molecule,2000.0,True,True,True
CHLOROTRIANISENE,CHEMBL1200761,Small molecule,1982.0,True,True,True
BETAMETHASONE SODIUM PHOSPHATE,CHEMBL1200762,Small molecule,1965.0,False,True,True
IODOHIPPURATE SODIUM I 131,CHEMBL1200763,Small molecule,1982.0,False,False,True
METHACHOLINE CHLORIDE,CHEMBL1200764,Small molecule,1986.0,False,True,True
CEFTAZIDIME SODIUM,CHEMBL1200768,Small molecule,1989.0,False,True,True
TRIPELENNAMINE CITRATE,CHEMBL1200769,Small molecule,1948.0,True,True,True
IOCETAMIC ACID,CHEMBL1200770,Small molecule,1982.0,True,False,True
TRIDIHEXETHYL CHLORIDE,CHEMBL1200771,Small molecule,1954.0,True,True,True
WARFARIN POTASSIUM,CHEMBL1200772,Small molecule,1982.0,True,True,True
TOCAINIDE HYDROCHLORIDE,CHEMBL1200773,Small molecule,1984.0,True,True,True
FLUPREDNISOLONE,CHEMBL1200774,Small molecule,1982.0,True,True,True
CINACALCET HYDROCHLORIDE,CHEMBL1200776,Small molecule,2004.0,True,True,True
DEXRAZOXANE HYDROCHLORIDE,CHEMBL1200778,Small molecule,1995.0,False,True,True
TROVAFLOXACIN MESYLATE,CHEMBL1200779,Small molecule,1997.0,True,True,True
CITALOPRAM HYDROBROMIDE,CHEMBL1200781,Small molecule,1998.0,True,True,True
DEXTROAMPHETAMINE ADIPATE,CHEMBL1200782,Small molecule,1975.0,True,True,True
PHENOXYBENZAMINE HYDROCHLORIDE,CHEMBL1200787,Small molecule,1953.0,True,True,True
CISAPRIDE MONOHYDRATE,CHEMBL1200788,Small molecule,1993.0,True,False,True
TRICLOFOS SODIUM,CHEMBL1200789,Small molecule,1982.0,True,True,True
METHYPRYLON,CHEMBL1200790,Small molecule,1982.0,True,True,True
OXYMETAZOLINE HYDROCHLORIDE,CHEMBL1200791,Small molecule,1986.0,False,True,True
OXYMORPHONE HYDROCHLORIDE,CHEMBL1200794,Small molecule,1959.0,True,True,True
CLEMASTINE FUMARATE,CHEMBL1200795,Small molecule,1977.0,True,True,True
CYCLOPHOSPHAMIDE,CHEMBL1200796,Small molecule,1959.0,True,True,True
TECHNETIUM TC 99M SUCCIMER,CHEMBL1200797,Small molecule,1982.0,False,False,True
TRAZODONE HYDROCHLORIDE,CHEMBL1200798,Small molecule,1981.0,True,True,True
TRAVOPROST,CHEMBL1200799,Small molecule,2001.0,False,True,True
CALCIUM ACETATE,CHEMBL1200800,Small molecule,1982.0,True,True,True
TALBUTAL,CHEMBL1200802,Small molecule,1982.0,True,True,True
SOLIFENACIN SUCCINATE,CHEMBL1200803,Small molecule,2004.0,True,True,True
DICLOFENAC POTASSIUM,CHEMBL1200804,Small molecule,1993.0,True,True,True
DILTIAZEM MALATE,CHEMBL1200805,Small molecule,1996.0,True,True,True
NAPROXEN SODIUM,CHEMBL1200806,Small molecule,1980.0,True,True,True
NORELGESTROMIN,CHEMBL1200807,Small molecule,2001.0,False,True,True
AZELASTINE HYDROCHLORIDE,CHEMBL1200809,Small molecule,1996.0,False,True,True
DOXERCALCIFEROL,CHEMBL1200810,Small molecule,1999.0,True,True,True
ACEBUTOLOL HYDROCHLORIDE,CHEMBL1200813,Small molecule,1984.0,True,True,True
ACETAZOLAMIDE SODIUM,CHEMBL1200814,Small molecule,1982.0,False,True,True
LEVOMETHADYL ACETATE HYDROCHLORIDE,CHEMBL1200817,Small molecule,1993.0,True,True,True
ARTICAINE HYDROCHLORIDE,CHEMBL1200819,Small molecule,2000.0,False,True,True
PIPERACILLIN SODIUM,CHEMBL1200820,Small molecule,1981.0,False,True,True
PROPYLIODONE,CHEMBL1200821,Small molecule,1982.0,False,False,True
FLECAINIDE ACETATE,CHEMBL1200822,Small molecule,1985.0,True,True,True
IRON SUCROSE,CHEMBL1200823,Small molecule,2000.0,False,False,True
METHADONE HYDROCHLORIDE,CHEMBL1200825,Small molecule,1947.0,True,True,True
LITHIUM CARBONATE,CHEMBL1200826,Small molecule,1970.0,True,True,True
CYCRIMINE HYDROCHLORIDE,CHEMBL1200828,Small molecule,1982.0,True,True,True
GLUCONOLACTONE,CHEMBL1200829,Small molecule,1990.0,False,False,True
FERROUS SULFATE,CHEMBL1200830,Small molecule,1982.0,True,False,True
SPIRAPRIL HYDROCHLORIDE,CHEMBL1200831,Small molecule,1994.0,True,True,True
TERBINAFINE HYDROCHLORIDE,CHEMBL1200832,Small molecule,1992.0,True,True,True
DIPIVEFRIN HYDROCHLORIDE,CHEMBL1200833,Small molecule,1980.0,False,True,True
TECHNETIUM TC 99M ETIDRONATE,CHEMBL1200835,Small molecule,1973.0,False,False,True
OXICONAZOLE NITRATE,CHEMBL1200836,Small molecule,1988.0,False,True,True
LEVOBETAXOLOL HYDROCHLORIDE,CHEMBL1200837,Small molecule,2000.0,False,True,True
DIATRIZOATE MEGLUMINE,CHEMBL1200839,Small molecule,1982.0,True,False,True
PROCAINE HYDROCHLORIDE,CHEMBL1200841,Small molecule,1954.0,False,True,True
METHYLERGONOVINE MALEATE,CHEMBL1200843,Small molecule,1946.0,True,True,True
HALCINONIDE,CHEMBL1200845,Small molecule,1974.0,False,True,True
HYDROXYPROGESTERONE CAPROATE,CHEMBL1200848,Small molecule,1975.0,False,True,True
GANCICLOVIR SODIUM,CHEMBL1200850,Small molecule,1989.0,False,True,True
HOMATROPINE METHYLBROMIDE,CHEMBL1200851,Small molecule,1943.0,True,True,True
PENICILLIN V POTASSIUM,CHEMBL1200852,Small molecule,1958.0,True,True,True
DYDROGESTERONE,CHEMBL1200853,Small molecule,1982.0,True,True,True
FLUPHENAZINE DECANOATE,CHEMBL1200854,Small molecule,1972.0,False,True,True
TICARCILLIN DISODIUM,CHEMBL1200855,Small molecule,1976.0,False,True,True
TECHNETIUM TC 99M TETROFOSMIN,CHEMBL1200857,Small molecule,1996.0,False,False,True
ISOSULFAN BLUE,CHEMBL1200859,Small molecule,1981.0,False,False,True
METYROSINE,CHEMBL1200862,Small molecule,1979.0,True,True,True
MELPHALAN HYDROCHLORIDE,CHEMBL1200863,Small molecule,1992.0,False,True,True
LOTEPREDNOL ETABONATE,CHEMBL1200865,Small molecule,1998.0,False,True,True
PERFLUBRON,CHEMBL1200866,Small molecule,1993.0,True,False,True
PHENYL AMINOSALICYLATE,CHEMBL1200868,Small molecule,1982.0,True,True,True
METRONIDAZOLE HYDROCHLORIDE,CHEMBL1200869,Small molecule,1980.0,False,True,True
TIMOLOL MALEATE,CHEMBL1200870,Small molecule,1978.0,True,True,True
PHENTOLAMINE MESYLATE,CHEMBL1200873,Small molecule,1952.0,False,True,True
TOLBUTAMIDE SODIUM,CHEMBL1200874,Small molecule,1961.0,False,True,True
FLAVOXATE HYDROCHLORIDE,CHEMBL1200875,Small molecule,1970.0,True,True,True
FLUMETHASONE PIVALATE,CHEMBL1200877,Small molecule,1982.0,False,True,True
TRIAMCINOLONE HEXACETONIDE,CHEMBL1200878,Small molecule,1969.0,False,True,True
WARFARIN SODIUM,CHEMBL1200879,Small molecule,1954.0,True,True,True
DIPHEMANIL METHYLSULFATE,CHEMBL1200880,Small molecule,1982.0,True,True,True
MINOCYCLINE HYDROCHLORIDE,CHEMBL1200881,Small molecule,1971.0,True,True,True
THONZONIUM BROMIDE,CHEMBL1200883,Small molecule,1982.0,False,False,True
ALOSETRON HYDROCHLORIDE,CHEMBL1200885,Small molecule,2000.0,True,True,True
TRIMETHOBENZAMIDE HYDROCHLORIDE,CHEMBL1200887,Small molecule,1974.0,True,True,True
OXYCODONE HYDROCHLORIDE,CHEMBL1200890,Small molecule,1950.0,True,True,True
OXYPHENCYCLIMINE HYDROCHLORIDE,CHEMBL1200891,Small molecule,1982.0,True,True,True
PROTOKYLOL HYDROCHLORIDE,CHEMBL1200893,Small molecule,1982.0,True,True,True
PHENELZINE SULFATE,CHEMBL1200895,Small molecule,1961.0,True,True,True
DINOPROST TROMETHAMINE,CHEMBL1200896,Small molecule,1982.0,False,True,True
TYROPANOATE SODIUM,CHEMBL1200899,Small molecule,1969.0,True,False,True
HALOFANTRINE HYDROCHLORIDE,CHEMBL1200901,Small molecule,1992.0,True,True,True
SECOBARBITAL SODIUM,CHEMBL1200903,Small molecule,1950.0,True,True,True
SELEGILINE HYDROCHLORIDE,CHEMBL1200904,Small molecule,1989.0,True,True,True
OXYPHENONIUM BROMIDE,CHEMBL1200906,Small molecule,1982.0,True,True,True
TRILOSTANE,CHEMBL1200907,Small molecule,1984.0,True,True,True
HALOBETASOL PROPIONATE,CHEMBL1200908,Small molecule,1990.0,False,True,True
PREDNISOLONE TEBUTATE,CHEMBL1200909,Small molecule,1956.0,False,True,True
SULFISOXAZOLE ACETYL,CHEMBL1200910,Small molecule,1953.0,True,True,True
PHENTERMINE HYDROCHLORIDE,CHEMBL1200912,Small molecule,1973.0,True,True,True
TAMSULOSIN HYDROCHLORIDE,CHEMBL1200914,Small molecule,1997.0,True,True,True
THIORIDAZINE HYDROCHLORIDE,CHEMBL1200916,Small molecule,1962.0,True,True,True
ISOETHARINE HYDROCHLORIDE,CHEMBL1200920,Small molecule,1979.0,False,True,True
MEBUTAMATE,CHEMBL1200922,Small molecule,1982.0,True,True,True
TECHNETIUM TC 99M DISOFENIN,CHEMBL1200923,Small molecule,1982.0,False,False,True
"POTASSIUM PHOSPHATE, MONOBASIC",CHEMBL1200925,Small molecule,1982.0,False,False,True
DEXCHLORPHENIRAMINE MALEATE,CHEMBL1200927,Small molecule,1981.0,True,True,True
ZINC ACETATE ANHYDROUS,CHEMBL1200928,Small molecule,1982.0,True,True,True
ZINC SULFATE,CHEMBL1200929,Small molecule,1987.0,False,False,True
RABEPRAZOLE SODIUM,CHEMBL1200930,Small molecule,1999.0,True,True,True
TECHNETIUM TC 99M MEDRONATE,CHEMBL1200931,Small molecule,1982.0,False,False,True
IOPAMIDOL,CHEMBL1200932,Small molecule,1985.0,False,False,True
HEXAFLUORENIUM BROMIDE,CHEMBL1200933,Small molecule,1982.0,False,True,True
NORGESTIMATE,CHEMBL1200934,Small molecule,1989.0,True,True,True
DARIFENACIN HYDROBROMIDE,CHEMBL1200935,Small molecule,2004.0,True,True,True
PENICILLIN G PROCAINE,CHEMBL1200936,Small molecule,1948.0,False,True,True
DALFOPRISTIN,CHEMBL1200937,Small molecule,1999.0,False,True,True
METHYSERGIDE MALEATE,CHEMBL1200938,Small molecule,1962.0,True,True,True
AMMONIUM CHLORIDE,CHEMBL1200939,Small molecule,1982.0,False,False,True
METOCLOPRAMIDE HYDROCHLORIDE,CHEMBL1200940,Small molecule,1979.0,True,True,True
THIAMINE HYDROCHLORIDE,CHEMBL1200941,Small molecule,1982.0,False,False,True
MERSALYL,CHEMBL1200943,Small molecule,1982.0,False,True,True
SULBACTAM SODIUM,CHEMBL1200944,Small molecule,1986.0,False,True,True
PENTETATE CALCIUM TRISODIUM,CHEMBL1200945,Small molecule,2004.0,False,True,True
NANDROLONE DECANOATE,CHEMBL1200946,Small molecule,1983.0,False,True,True
METIPRANOLOL HYDROCHLORIDE,CHEMBL1200947,Small molecule,1989.0,False,True,True
TRIMIPRAMINE MALEATE,CHEMBL1200948,Small molecule,1979.0,True,True,True
BETAZOLE HYDROCHLORIDE,CHEMBL1200949,Small molecule,1982.0,False,True,True
CLIDINIUM BROMIDE,CHEMBL1200950,Small molecule,1982.0,True,True,True
FLUPHENAZINE ENANTHATE,CHEMBL1200951,Small molecule,1967.0,False,True,True
METHAMPHETAMINE HYDROCHLORIDE,CHEMBL1200952,Small molecule,1943.0,True,True,True
HYDROCORTISONE PROBUTATE,CHEMBL1200953,Small molecule,1997.0,False,True,True
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,CHEMBL1200955,Small molecule,1998.0,False,True,True
METHDILAZINE,CHEMBL1200959,Small molecule,1982.0,True,True,True
BROMPHENIRAMINE MALEATE,CHEMBL1200961,Small molecule,1957.0,True,True,True
CEFEPIME HYDROCHLORIDE,CHEMBL1200962,Small molecule,1996.0,False,True,True
BIMATOPROST,CHEMBL1200963,Small molecule,2001.0,False,True,True
AMITRIPTYLINE HYDROCHLORIDE,CHEMBL1200964,Small molecule,1961.0,True,True,True
BACAMPICILLIN HYDROCHLORIDE,CHEMBL1200965,Small molecule,1980.0,True,True,True
BROMODIPHENHYDRAMINE HYDROCHLORIDE,CHEMBL1200967,Small molecule,1954.0,True,True,True
HYDROCORTISONE SODIUM PHOSPHATE,CHEMBL1200968,Small molecule,1960.0,False,True,True
DUTASTERIDE,CHEMBL1200969,Small molecule,2001.0,True,True,True
ETHOPROPAZINE HYDROCHLORIDE,CHEMBL1200970,Small molecule,1982.0,True,True,True
CEPHALOGLYCIN,CHEMBL1200971,Small molecule,1970.0,True,True,True
CHLOPHEDIANOL HYDROCHLORIDE,CHEMBL1200972,Small molecule,1982.0,True,True,True
ESTRADIOL CYPIONATE,CHEMBL1200973,Small molecule,1979.0,False,True,True
CARBINOXAMINE MALEATE,CHEMBL1200974,Small molecule,1982.0,True,True,True
CLOCORTOLONE PIVALATE,CHEMBL1200975,Small molecule,1977.0,False,True,True
IDARUBICIN HYDROCHLORIDE,CHEMBL1200976,Small molecule,1990.0,False,True,True
MILRINONE LACTATE,CHEMBL1200977,Small molecule,1987.0,False,True,True
DEXPANTHENOL,CHEMBL1200979,Small molecule,1985.0,False,False,True
ESTROPIPATE,CHEMBL1200980,Small molecule,1977.0,True,True,True
EPIRUBICIN HYDROCHLORIDE,CHEMBL1200981,Small molecule,1999.0,False,True,True
BUTABARBITAL SODIUM,CHEMBL1200982,Small molecule,1939.0,True,True,True
GALLIUM NITRATE,CHEMBL1200983,Small molecule,1991.0,False,True,True
AMLODIPINE MALEATE,CHEMBL1200984,Small molecule,2003.0,True,True,True
CEFTIBUTEN DIHYDRATE,CHEMBL1200985,Small molecule,1995.0,True,False,True
HALOPERIDOL DECANOATE,CHEMBL1200986,Small molecule,1986.0,False,True,True
EPROSARTAN MESYLATE,CHEMBL1200987,Small molecule,1997.0,True,True,True
METHANTHELINE BROMIDE,CHEMBL1200988,Small molecule,1951.0,True,True,True
ALCLOMETASONE DIPROPIONATE,CHEMBL1200989,Small molecule,1982.0,False,True,True
CARBENICILLIN INDANYL SODIUM,CHEMBL1200991,Small molecule,1972.0,True,True,True
GALLAMINE TRIETHIODIDE,CHEMBL1200993,Small molecule,1982.0,False,True,True
GALLIUM CITRATE GA 67,CHEMBL1200994,Small molecule,1976.0,False,False,True
NITROFURANTOIN SODIUM,CHEMBL1201000,Small molecule,1960.0,False,True,True
MECHLORETHAMINE HYDROCHLORIDE,CHEMBL1201001,Small molecule,1949.0,False,True,True
CARTEOLOL HYDROCHLORIDE,CHEMBL1201002,Small molecule,1988.0,True,True,True
ELETRIPTAN HYDROBROMIDE,CHEMBL1201003,Small molecule,2002.0,True,True,True
CEFONICID SODIUM,CHEMBL1201005,Small molecule,1984.0,False,True,True
PYRILAMINE MALEATE,CHEMBL1201006,Small molecule,1973.0,True,True,True
FLUDROCORTISONE ACETATE,CHEMBL1201010,Small molecule,1955.0,True,True,True
QUINAPRIL HYDROCHLORIDE,CHEMBL1201011,Small molecule,1991.0,True,True,True
FLURANDRENOLIDE,CHEMBL1201012,Small molecule,1965.0,False,True,True
OLSALAZINE SODIUM,CHEMBL1201013,Small molecule,1990.0,True,True,True
PREDNISOLONE SODIUM PHOSPHATE,CHEMBL1201014,Small molecule,1973.0,True,True,True
ALUMINUM ACETATE,CHEMBL1201015,Small molecule,1976.0,False,True,True
CEFPODOXIME PROXETIL,CHEMBL1201016,Small molecule,1992.0,True,True,True
CEFACLOR,CHEMBL1201018,Small molecule,1979.0,True,True,True
CEFTIZOXIME SODIUM,CHEMBL1201019,Small molecule,1983.0,False,True,True
DISOPYRAMIDE PHOSPHATE,CHEMBL1201020,Small molecule,1977.0,True,True,True
PHENAZOPYRIDINE HYDROCHLORIDE,CHEMBL1201022,Small molecule,1987.0,True,True,True
ORPHENADRINE HYDROCHLORIDE,CHEMBL1201023,Small molecule,1957.0,True,True,True
GLYCOPYRRONIUM BROMIDE,CHEMBL1201027,Small molecule,1961.0,True,True,True
RIZATRIPTAN BENZOATE,CHEMBL1201032,Small molecule,1998.0,True,True,True
IPODATE SODIUM,CHEMBL1201033,Small molecule,1962.0,True,False,True
BIPERIDEN HYDROCHLORIDE,CHEMBL1201035,Small molecule,1959.0,True,True,True
EFLORNITHINE HYDROCHLORIDE,CHEMBL1201037,Small molecule,1990.0,True,True,True
ACRISORCIN,CHEMBL1201038,Small molecule,1982.0,False,True,True
BENZTHIAZIDE,CHEMBL1201039,Small molecule,1960.0,True,True,True
AZLOCILLIN SODIUM,CHEMBL1201041,Small molecule,1982.0,False,True,True
ETIDRONATE DISODIUM,CHEMBL1201042,Small molecule,1977.0,True,True,True
CEPHAPIRIN SODIUM,CHEMBL1201043,Small molecule,1974.0,False,True,True
DAPIPRAZOLE HYDROCHLORIDE,CHEMBL1201044,Small molecule,1990.0,False,True,True
ACETRIZOATE SODIUM,CHEMBL1201045,Small molecule,1982.0,False,False,True
CEFORANIDE,CHEMBL1201046,Small molecule,1984.0,False,True,True
ANILERIDINE HYDROCHLORIDE,CHEMBL1201047,Small molecule,1982.0,True,True,True
DROMOSTANOLONE PROPIONATE,CHEMBL1201048,Small molecule,1982.0,False,True,True
ECONAZOLE NITRATE,CHEMBL1201049,Small molecule,1982.0,False,True,True
PEMIROLAST POTASSIUM,CHEMBL1201050,Small molecule,1999.0,False,True,True
CIMETIDINE HYDROCHLORIDE,CHEMBL1201051,Small molecule,1977.0,True,True,True
MESORIDAZINE BESYLATE,CHEMBL1201052,Small molecule,1970.0,True,True,True
SELENOMETHIONINE SE 75,CHEMBL1201054,Small molecule,1973.0,False,False,True
SULFACYTINE,CHEMBL1201056,Small molecule,1975.0,True,True,True
CILASTATIN SODIUM,CHEMBL1201057,Small molecule,1985.0,False,True,True
POTASSIUM ACETATE,CHEMBL1201058,Small molecule,1982.0,False,False,True
